address,text,category
0x20221DB8,"E10915B: mwPlyEntryFname: fname is NULL.","OTHER"
0x20221DE8,"E204021: mwPlyEntryFname: Can't entry file'%s'","OTHER"
0x20221E18,"E1122634: mwPlyStartSeamless: handle is invalid.","OTHER"
0x20221E50,"E1122641: mwPlySetLpFlg: handle is invalid.","OTHER"
0x20221E80,"E1122630: mwPlyStartFnameLp: handle is invalid.","OTHER"
0x20221EB0,"E10915A: mwPlyStartFnameLp: fname is NULL.","OTHER"
0x20221EE0,"E1122631: mwPlyReleaseLp: handle is invalid.","OTHER"
0x20221F10,"E1122635: mwPlyReleaseSeamless: handle is invalid.","OTHER"
0x20221F48,"E1122636: mwPlyEntryAfs: handle is invalid.","OTHER"
0x20221F78,"E008311 mwPlyEntryAfs: can't entry pid=%d fid=%d","OTHER"
0x20221FB0,"E1122632: mwPlyStartAfsLp: handle is invalid.","OTHER"
0x20221FE0,"E1122637: mwPlyGetSlFname: handle is invalid.","OTHER"
0x20222010,"E10821B : Invalid value of stm_no : %d","OTHER"
0x20222038,"E1122642: mwPlyLinkStm: handle is invalid.","OTHER"
0x20222068,"E99072101 mwPlyLinkStm: can't link stream","OTHER"
0x20222098,"E303111: MWSST_Create: worksize is short.","OTHER"
0x202220C8,"E303112: MWSST_Create: can't create SJ.","OTHER"
0x202220F0,"E303112: MWSST_Create: can't create corehn.","OTHER"
0x20222120,"E99072103 mwPlyStartXX: can't link stream","OTHER"
0x20222150,"E211141 MWSTM_ReqStart: can't start '%s'","OTHER"
0x20222180,"E99072102 mwlSfdExecDecSvrPlaying: can't term","OTHER"
0x202221C8,"E1071901 mwPlyExecSvrHndl: NULL handle.","OTHER"
0x202221F0,"E2011101: MWSFSVR_IsSvrBdrHndl: handle is invalid.","OTHER"
0x20222410,"
CRI SFD/PS2EE Ver.1.862 Build:Jul 29 2003 15:13:35
","OTHER"
0x20222445,"Append: GCC2096 SCE2800
","OTHER"
0x202227E0,"tst, help_time_sec, help_time_msec, help_time_64, help_time, mt_max, master_time, out_time,  mt_ot, mtmax_ot,  diff_l_max, diff_l_min, diff_a_max, tst->diff_a_min, pastat, adjmode, resethist, excesserr, adj_limit, adj_front, adj_rear,  movave_1st, movave_2nd,  adxt_stat 

","OTHER"
0x202229F0," SFH Version 1.15SFH_VER_DATE","OTHER"
0x20222A10,"Copyright (c) 1999-2003 CRI-MW","OTHER"
0x20222A30,"
CRI SFH/PS2EE Ver.1.15 Build:Jul 29 2003 15:13:47
","OTHER"
0x20222A68,"SofdecStream            ","OTHER"
0x20222AB0,"COMPO","OTHER"
0x20222AB8,"E201181: SFX_CnvFrmArgb8888 : frmfmt is not support.","OTHER"
0x20222AF0,"E201182: CnvToArgb8888 : compo is not support.","OTHER"
0x20222B20,"E201312: sfxcnv_IsCnvUpHalf : compo is invalid.","OTHER"
0x20222B50,"E212172: SFX_CnvFrmMbARGB8888 : frmfmt is not support.","OTHER"
0x20222B88,"E212173: sfxcnv_CnvFrmYcc420mbToArgb8888mb() : compo is not support.","OTHER"
0x20222BD0,"E212182: CnvToArgb8888mb : compo is not support.","OTHER"
0x20222C08,"E201183: SFX_CnvFrmYUV422 : frmfmt is not support.","OTHER"
0x20222C40,"E201182: CnvToYuv422 : compo is not support.","OTHER"
0x20222C70,"E201193: SFX_CnvFrmY84C44 : frmfmt is not support.","OTHER"
0x20222CA8,"E201192: CnvToY84C44 : compo is not support.","OTHER"
0x20222CD8,"E201315: sfxcnv_CnvFrmZcmn : zclip is not set.","OTHER"
0x20222D08,"E201191: SFX_CnvFrmZcmn : frmfmt is not support.","OTHER"
0x20222D40,"E201313: sfxcnv_CnvZbitToCft : zbit is invalid.","OTHER"
0x20222D70,"E201311: sfxcnv_MakeTable : compo is not support.","OTHER"
0x20222F48,"E202282: SFX_MakeTblZ16 : zclip is not set.","OTHER"
0x20222F78,"E202281: SFX_MakeTblZ32 : zclip is not set.","OTHER"
0x20222FA8,"E301281: SFX_CnvFrmRgb888 : frmfmt is not support.","OTHER"
0x20222FE0,"E301282: CnvToRgb888 : compo is not support.","OTHER"
0x20223010,"
CRI SFX/PS2EE Ver.1.30 Build:Jul 29 2003 15:13:54
","OTHER"
0x20223048,"E201194: sfx_InitHn: work size is short.","OTHER"
0x20223078,"E201281: SfxZHn: can't create.","OTHER"
0x20223098,"E202011: SfxAHn: can't create.","OTHER"
0x202230F8,"%x %x %x","OTHER"
0x20223117,"AE201314: SFXZ_SetZclip : zclip is invalid.","OTHER"
0x20223148,"
CRI SUD/PS2EE Ver.0.03 Build:Jul 29 2003 15:13:53
","OTHER"
0x20223220,"libpad2: buffer addr is not 64 byte align. %08x
","OTHER"
0x20223258,"ERROR","OTHER"
0x20223268,"STABLE","OTHER"
0x20223270,"NOLINK","OTHER"
0x20223280,"libmc2: TerminateTread faild
","OTHER"
0x20223450,"Sony PS2 Memory Card Format","OTHER"
0x20223480,"libmc2: Fatal Error [%08x]
","OTHER"
0x202234A8,"** PANIC!
","OTHER"
0x202234B8,"SendDataHoge
","OTHER"
0x202234C8,"libmc2: Invalid data length (over 8192)
","OTHER"
0x202234F8,"libdbc: bind failed
","OTHER"
0x20223510,"libdbc: Module version mismatch ","OTHER"
0x20223538,"[libdbc.a = %d.%d, dbcman.irx = %d.%d]
","OTHER"
0x20223560,"libdbc: SifDmaAddr %08x
","OTHER"
0x20223580,"sceDbcSetWorkAddr: rpc error
","OTHER"
0x202235A0,"sceDbcCreateSocket: rpc error
","OTHER"
0x202235C0,"sceDbcDeleteSocket: rpc error
","OTHER"
0x202235E0,"sceDbcGetDepNumber: rpc error
","OTHER"
0x20223600,"sceDbcInitSocket: rpc error
","OTHER"
0x20223620,"sceDbcResetSocket: rpc error
","OTHER"
0x20223640,"sceDbcGetDeviceStatus: rpc error
","OTHER"
0x20223668,"sceDbcSRData: rpc error
","OTHER"
0x20223688,"sceDbcSendData: rpc error
","OTHER"
0x202236A8,"libdbc: SendData2 data length too long [%d]
","OTHER"
0x202236D8,"dbcman : SendData2 BUSY
","OTHER"
0x202236F8,"sceDbcSendData2: rpc error
","OTHER"
0x20223718,"libdbc: SendData3 data length too long
","OTHER"
0x20223740,"dbcman : SendData3 BUSY
","OTHER"
0x20223760,"sceDbcReceiveData: rpc error
","OTHER"
0x20223800,"A = %x B = %x, %x @flPS2ConvClayData","OTHER"
0x202238D0,"Can't load module %s","OTHER"
0x20223980,"Not supported width...%d @flPS2GetTextureInfoFromContext","OTHER"
0x202239C0,"Not supported height...%d @flPS2GetTextureInfoFromContext","OTHER"
0x20223A00,"Supported only 1 palette. Unallocatable. @flCreatePaletteHandle","OTHER"
0x20223A40,"Not supported texture bit depth @flCreatePaletteHandle","OTHER"
0x20223A80,"Not supported texture bit depth @flPS2ConvertTextureFromContext","OTHER"
0x20223AC0,"acrout.txt","OTHER"
0x20223AD0,"Debug Message Output for PS2\r
","OTHER"
0x20223AF0,"This is not BMP image. @plBMPSetContextFromImage","OTHER"
0x20223B30,"Not support except 24bit. @plCreateContextFromBMPImage","OTHER"
0x20223B70,"This is not BMP image. @plCreateContextFromBMPImage","OTHER"
0x20223BB0,"SDR: SdrDelayThread: Error: SetAlarm faild.
","OTHER"
0x20223BE0,"SDR: SdrInit: Error: TSNDDRV_DEV: sceSifBindRpc faild.
","OTHER"
0x20223C20,"SDR: SdrInit: Error: TSNDGET_DEV: sceSifBindRpc faild.
","OTHER"
0x20223C60,"SDR: SdrInit: Error: SmId_send faild.
","OTHER"
0x20223C90,"SDR: SdrInit: Error: SmId_get faild.
","OTHER"
0x20223CC0,"Connected to TamsoftSoundDriver: Version %d.%d (C)Tamsoft
","OTHER"
0x20223D00,"SDR: SdrSeReq: Warning: sndque overflow!
","OTHER"
0x20223D30,"SDR: SdrSeCancel: Warning: sndque overflow!
","OTHER"
0x20223D60,"SDR: SdrSeChg: Warning: sndque overflow!
","OTHER"
0x20223D90,"SDR: SdrSeMasterVol: Warning: sndque overflow!
","OTHER"
0x20223DC0,"SDR: SdrMasterVol: Warning: sndque overflow!
","OTHER"
0x20223DF0,"SDR: SdrDmaLoadReq: Error: tbl_idx over.
","OTHER"
0x20223E20,"SDR: SdrDmaLoadReq: Error: Dma address invalid. (use 16byte alignment)
","OTHER"
0x20223E70,"SDR: SdrDmaLoadReq: Error: Dma size over.
","OTHER"
0x20223EA0,"SDR: SdrDmaLoadReq: Warning: sndque overflow!
","OTHER"
0x20223ED0,"SDR: SdrPortClr: Warning: sndque overflow!
","OTHER"
0x20223F00,"SDR: SdrAllStop: Warning: sndque overflow!
","OTHER"
0x20223F30,"SDR: SdrAllMute: Warning: sndque overflow!
","OTHER"
0x20223F60,"SDR: SdrSetOutputMode: Warning: sndque overflow!
","OTHER"
0x20223FA0,"SDR: SdrSetRev: Error: core invalid.
","OTHER"
0x20223FD0,"SDR: SdrSetRev: Error: mode invalid.
","OTHER"
0x20224000,"SDR: SdrSetRev: Warning: sndque overflow!
","OTHER"
0x20224030,"SDR: SdrSendReq: Caution: sbuff overflow.
     I carry forward the request to next time.
","OTHER"
0x20224090,"SDR: SdrSendReq: Error: Rpc faild.
","OTHER"
0x202240C0,"SDR: SdrGetStateSend: Error: Rpc faild.
","OTHER"
0x202240F0,"SDR: snddrv.c: makebuff8: Error: Length over
","OTHER"
0x20224120,"SDR: snddrv.c: makebuff: Error: Length over
","OTHER"
0x20224150,"SDR: snddrv.c: makebuff_ext: Error: Length invalid
","OTHER"
0x20224190,"SDR: snddrv.c: sending_req: Error: unknown command
","OTHER"
0x202241D0,"Setup HOST file system.
","OTHER"
0x20224200,"Setup DVD file system.
","OTHER"
0x20224220,"pfs1:\\0flist.dir","OTHER"
0x20224238,"0flist.dir","OTHER"
0x20224280,"PROG\\SUBMAIN.BIN","OTHER"
0x20224298,"PROG\\DEMO.BIN","OTHER"
0x202242A8,"PROG\\GAME.BIN","OTHER"
0x202242B8,"PROG\\NETWK.BIN","OTHER"
0x202242D0,"PROG\\NETDNAS.BIN","OTHER"
0x202242F0,"PROG\\NETHTTP.BIN","OTHER"
0x20224310,"PROG\\EDITOR.BIN","OTHER"
0x20224320,"PROG\\NETAQ.BIN","OTHER"
0x20224330,"PROG\\SINGLE.BIN","OTHER"
0x20224368,"ROMDATA_AFS","OTHER"
0x20224428,"RFFF_H_BIN","OTHER"
0x20224460,"VOICE_AFS","OTHER"
0x20224470,"LOBBY_AFS","OTHER"
0x202244D0,"MOVIE001_AFS","OTHER"
0x202244E0,"MOVIE002_AFS","OTHER"
0x20224520,"%snetbio00.dat","OTHER"
0x20224530,"%snetbio01.dat","OTHER"
0x20224540,"%snetbio02.dat","OTHER"
0x2022ECD0,"romdata.afs","OTHER"
0x2022ED08,"scenario/","OTHER"
0x2022ED70,"COMMON\\","OTHER"
0x20231A29,"spucore=1","OTHER"
0x20231A40,"cdrom0:\\IOP\\MODULES\\DNAS280.IMG;1","OTHER"
0x20231A70,"cdrom0:\\IOP\\MODULES\\DRIVE.DAT;1","OTHER"
0x20231A90,"cdrom0:\\IOP\\MODULES\\USBD.IRX;1","OTHER"
0x20231AB0,"cdrom0:\\IOP\\MODULES\\USBKB.IRX;1","OTHER"
0x20231AE8,"SND DATA OVER!","OTHER"
0x20231B18,"E3-Bio_Mix.adx","OTHER"
0x20231B40,"outbreak","OTHER"
0x20231B50,"below freezing point","OTHER"
0x20231B68,"the hive","OTHER"
0x20231B78,"hellfire","OTHER"
0x20231B90,"decisions, decisions","OTHER"
0x20231BB0,"outbreak             ","OTHER"
0x20231BD0,"below freezing point ","OTHER"
0x20231BF0,"the hive             ","OTHER"
0x20231C10,"hellfire             ","OTHER"
0x20231C30,"decisions, decisions ","OTHER"
0x20231C80,"NOT INITIALIZE MODEL_WORK","OTHER"
0x20231CA0,"PULL MODEL_WORK FAIL","OTHER"
0x20231CD0,"DATA\\ROM\\FONT\\SCE20I22.GF","OTHER"
0x20231CF0,"DATA\\ROM\\FONT\\SCE20I22.BN","OTHER"
0x20231D10,"DATA\\ROM\\FONT\\SCE20I22.NEC","OTHER"
0x20231D30,"DATA\\ROM\\FONT\\SCE20I22.NE1","OTHER"
0x20231D50,"DATA\\ROM\\FONT\\S20RM04.BIN","OTHER"
0x20231D70,"DATA\\ROM\\FONT\\S20RM16.BIN","OTHER"
0x20231D90,"DATA\\ROM\\FONT\\S20LE04.BIN","OTHER"
0x20231DB0,"DATA\\ROM\\FONT\\D20GO04.BIN","OTHER"
0x20231ED8,"%senemy.tq","OTHER"
0x20231EF0,"data\\rom\\sound\\ps2\\snd\\","OTHER"
0x20231F08,"%senemy.tsb","OTHER"
0x20232038,"%s%s%s%s%s","OTHER"
0x20232080,"netbio00.dat","OTHER"
0x202320A0,"gcres.bin","OTHER"
0x202320B0,"/res/info.sys","OTHER"
0x202320C0,"/res/jkt_001.png","OTHER"
0x202320E0,"/res/jkt_cp.png","OTHER"
0x20232100,"cdrom0:\\IOP\\MODULES\\DEV9.IRX;1","OTHER"
0x20232120,"cdrom0:\\IOP\\MODULES\\ATAD.IRX;1","OTHER"
0x20232140,"cdrom0:\\IOP\\MODULES\\HDD.IRX;1","OTHER"
0x20232160,"cdrom0:\\IOP\\MODULES\\PFS.IRX;1","OTHER"
0x202322A8,"icon.sys","OTHER"
0x202322F0,"icon_20.ico","OTHER"
0x20232300,"icon_21.ico","OTHER"
0x20232310,"icon_22.ico","OTHER"
0x20232340,"BISLPM-99999BIODIP","OTHER"
0x202323C8,"<p1>Here you are...","OTHER"
0x202323E0,"<p1>... It is blocked by something","OTHER"
0x20232410,"<p1>You've unlocked it.","OTHER"
0x20232450,"Will you hide in the locker?","OTHER"
0x20232470,"Will you hide under the bed?","OTHER"
0x202324B0,"<c7>Will you turn the dial?","OTHER"
0x202324D0,"<p1>You can't fit, too narrow.","OTHER"
0x20232520,"<p1>You can't take any more of the item.","OTHER"
0x20232550,"<p1>Which floor will you go to?","OTHER"
0x202325C0,"<c7>ROOFTOP ","OTHER"
0x202325F0,"<p1>I will read it later.<c2><p1>(The contents were copied.)","OTHER"
0x20232690,"<p1> Take it?               ","OTHER"
0x202326B0,"<c5><p1> You obtained a special item.","OTHER"
0x202326E0,"<p1>The \<c2>Daylight<c7>\ anti-toxin wiped","OTHER"
0x20232710,"<p1>out all traces of the virus in my body.","OTHER"
0x20232740,"You don't have to use this now.","OTHER"
0x20232760,"You can't place anymore of the item in the room.


Equip items.","OTHER"
0x202327B0,"


Use items.","OTHER"
0x202327D0,"


Reload the weapon.","OTHER"
0x202327F0,"


Combine items.","OTHER"
0x20232810,"


Read item descriptions.","OTHER"
0x20232830,"


Hand items to others.","OTHER"
0x20232850,"


Whom will you use it on?","OTHER"
0x20232870,"


Unequip items.","OTHER"
0x20232890,"


Change equipped items.","OTHER"
0x202328B0,"

 Combine them? ","OTHER"
0x202328D0,"

 Switch the items? ","OTHER"
0x202328E8," Will you take it? ","OTHER"
0x20232900,"
There is no room left.","OTHER"
0x20232920,"REMAINING AMMO:","OTHER"
0x20232930,"


You are handing an item over","OTHER"
0x20232950,"


You are reloading.","OTHER"
0x20232970,"

Select Item to combine with.","OTHER"
0x20232990,"


 Mix the herbs? ","OTHER"
0x202329B0,"REMAINING:","OTHER"
0x202329C0," give me that item.","OTHER"
0x202329D8,"

Will Combine with","OTHER"
0x202329F0,"


Do you want to combine them?","OTHER"
0x20232A10," was asked to use the item.","OTHER"
0x20232A30," to hand over.","OTHER"
0x20232A40," to use it.","OTHER"
0x20232A50," needs.","OTHER"
0x20232A58," asked.","OTHER"
0x20232A70,"  RELOAD","OTHER"
0x20232A80," COMBINE","OTHER"
0x20232A90," CHECK","OTHER"
0x20232AA0," PRESENT","OTHER"
0x20232AB0,"  PLACE","OTHER"
0x20232AB8,"  SWITCH","OTHER"
0x20232AD8," TAKE OUT","OTHER"
0x20232AE7," REQUEST","OTHER"
0x20232B00," ASKTOUSE","OTHER"
0x20232B20,"Kevin","OTHER"
0x20232B38,"George","OTHER"
0x20232B48,"David","OTHER"
0x20232B70,"Cindy","OTHER"
0x20232B80,"KEVIN","OTHER"
0x20232B98,"GEORGE","OTHER"
0x20232BA0,"DAVID","OTHER"
0x20232BB8,"CINDY","OTHER"
0x20232BC0,"OPTION","OTHER"
0x20232BC8,"SINGLE PLAY","OTHER"
0x20232BD8,"NETWORK PLAY","OTHER"
0x20232BE8,"COLLECTION","OTHER"
0x20232BF8,"CHARALOG","OTHER"
0x20232C08,"HDD INSTALL","OTHER"
0x20232C18,"STORY","OTHER"
0x20232C38,"NORMAL","OTHER"
0x20232C48,"VERY HARD","OTHER"
0x20232C60,"It was a typical night at J's bar. Some uninvited
","OTHER"
0x20232CA0,"guests crashed the party.
","OTHER"
0x20232CC0,"Our race for survival was just beginning...
","OTHER"
0x20232D00,"We escaped the zombies and found our way into
","OTHER"
0x20232D40,"a frozen underground facility. What truths
","OTHER"
0x20232D70,"lie beyond the cries of pain in the distance?
","OTHER"
0x20232DA0,"A hospital transformed into some kind of hive
","OTHER"
0x20232DE0,"full of squirming \things.\ We pushed on and
","OTHER"
0x20232E20,"pushed the repulsive image from our minds.
","OTHER"
0x20232E50,"While avoiding blasts of flame, we proceeded
","OTHER"
0x20232E90,"through the smoke-encased hotel.
","OTHER"
0x20232ED0,"We now knew the true meaning of \Hell.\
","OTHER"
0x20232F00,"Destruction. Darkness. We quickly raced
","OTHER"
0x20232F2F,"
forward knowing all well that each decision
","OTHER"
0x20232F60,"we made held newfound hope or endless despair.
","OTHER"
0x20233010,"Would you like to use this slot?","OTHER"
0x20233050,"Checking Memory Card","OTHER"
0x20233070,"(8MB) (for PlayStation(R)2)","OTHER"
0x202330A0,"in MEMORY CARD slot %s.","OTHER"
0x202330D0,"(8MB) (for PlayStation(R)2)","OTHER"
0x20233100,"Do not remove the memory card","OTHER"
0x20233120,"Error has occurred. ","OTHER"
0x20233140,"Data could not be loaded from the memory card","OTHER"
0x20233170,"(8MB) (for PlayStation(R)2)","OTHER"
0x20233190,"in MEMORY CARD slot %s.%r","OTHER"
0x202331C0,"Can't be found in slot %s.%r","OTHER"
0x202331E0,"The memory card (8MB) (for PlayStation(R)2)","OTHER"
0x20233210,"in slot %s is not formatted.%r","OTHER"
0x20233230,"slot %s %r","OTHER"
0x20233260,"in MEMORY CARD slot %s.%r","OTHER"
0x20233280,"Checking the memory card (8MB)","OTHER"
0x202332A0,"(for PlayStation(R)2) in MEMORY CARD slot %s.","OTHER"
0x202332D0,"Do not remove the memory card.","OTHER"
0x202332F0,"(8MB) (for PlayStation(R)2)","OTHER"
0x20233310,"Create the system data?","OTHER"
0x20233330,"Creating system data on the memory card","OTHER"
0x20233360,"slot %s","OTHER"
0x20233380,"The system data is corrupt.","OTHER"
0x202333A0,"Data could not be created.%r","OTHER"
0x202333C0,"slot %s is not formatted.","OTHER"
0x202333E0,"Will you format it?","OTHER"
0x20233400,"Formatting the memory card","OTHER"
0x20233420,"Data could not be formatted.","OTHER"
0x20233450,"Which file do you want to load?","OTHER"
0x20233470,"Where do you want to save?","OTHER"
0x20233490,"The system data already exists.","OTHER"
0x202334C0,"OK to overwrite the data?","OTHER"
0x202334E0,"Saving system data to the MEMORY CARD (8MB)","OTHER"
0x20233510,"Data has been saved.%r","OTHER"
0x20233530,"The save data could not be saved properly.","OTHER"
0x20233560,"There is not enough room.","OTHER"
0x20233580,"To save the system data for this game","OTHER"
0x202335B0,"Need %aKB of space to save thegame. %r","OTHER"
0x202335E0,"There was an interruption!","OTHER"
0x20233600,"Would you like to resume your suspended save?","OTHER"
0x20233630,"The suspended data will be erased.","OTHER"
0x20233660,"MEMORY CARD data is writing to","OTHER"
0x20233680,"(8MB) MEMORY CARD SLOT %s","OTHER"
0x202336B0,"Auto-loading the system data is now complete.","OTHER"
0x202336E0,"There is no data on MEMORY CARD SLOT %s.","OTHER"
0x20233710,"The MEMORY CARD needs %aKB to save.","OTHER"
0x20233740,"Start the game anyway?","OTHER"
0x20233760,"Press any button to continue.","OTHER"
0x20233780,"The Data is loaded. %r","OTHER"
0x202337A0,"Would you like to save?","OTHER"
0x202337C0,"Would you like to load?","OTHER"
0x202337E0,"The data is being Auto-saved...","OTHER"
0x20233810,"Auto-save finished.","OTHER"
0x20233830,"Auto-loaded the sytem data.","OTHER"
0x20233860,"Auto-loading is turned off.","OTHER"
0x20233880,"Resuming the game.","OTHER"
0x202338A0,"Do you really want to erase","OTHER"
0x202338C0,"the suspended data to start a new scenario?","OTHER"
0x202338F0,"Suspended data has been erased.","OTHER"
0x20233910,"(8MB) MEMORY CARD slot %s","OTHER"
0x20233930,"(for playstation 2) is set","OTHER"
0x20233950,"to use the auto-save feature.","OTHER"
0x20233970,"Auto-save was turned on.","OTHER"
0x20233990,"The data will be saved to the","OTHER"
0x202339B0,"Auto-save was turned off.","OTHER"
0x202339D0,"Auto-save was turned off. %r","OTHER"
0x202339F0,"Data could not be saved.","OTHER"
0x20233A10,"Data has finished loading.","OTHER"
0x20233A30,"Continue without saving?","OTHER"
0x20233A50,"Do you want to quit the game?","OTHER"
0x20233A80,"Save data check failed.","OTHER"
0x20233AA0,"Do you want to quit?","OTHER"
0x20233AC0,"Could't load the data properly","OTHER"
0x20233B00,"Save succeeded.","OTHER"
0x20233B10,"The Playstaion 2 system is not connected to a hard drive.","OTHER"
0x20233B50,"Not enough free space in the ","OTHER"
0x20233B80,"Hard Drive.","OTHER"
0x20233B90,"The installation requires at least %aMB","OTHER"
0x20233BC0,"of space.","OTHER"
0x20233BE0,"After making enough free space,","OTHER"
0x20233C00,"please do the installation again.","OTHER"
0x20233C30,"The game data is not installed","OTHER"
0x20233C60,"on your hard drive.","OTHER"
0x20233C80,"Please go to \repair the hard drive\ section","OTHER"
0x20233CB0,"in the instructions manual that came with the","OTHER"
0x20233CE0,"PS2 hard drive.","OTHER"
0x20233CF0,"It didn't install correctly.","OTHER"
0x20233D20,"Please reinstall.","OTHER"
0x20233D50,"The game data is already installed","OTHER"
0x20233D80,"on your hard drive.","OTHER"
0x20233DB0,"Do you want to install over it?","OTHER"
0x20233DE0,"When the game data is installed to the","OTHER"
0x20233E10,"hard drive, you will be able to play the game","OTHER"
0x20233E40,"more comfortably.","OTHER"
0x20233E60,"To install, you must have at least %aMB of","OTHER"
0x20233E90,"free space on your hard drive.","OTHER"
0x20233EC0,"Do you want to install?","OTHER"
0x20233EE0,"Please press any button.","OTHER"
0x20233F10,"the game data is installed.","OTHER"
0x20233F40,"Please do not turn off, reset , remove the hard","OTHER"
0x20233F70,"drive or the (8MB) MEMORY CARD from the \PlayStation 2\","OTHER"
0x20233FB0,"Console.","OTHER"
0x20233FD0,"The installation is completed.","OTHER"
0x20233FF0,"Installation failed.","OTHER"
0x20234010,"Abort the installation?","OTHER"
0x20234030,"Installation aborted.","OTHER"
0x20234050,"The hard disk drive has not been initialized.","OTHER"
0x20234080,"Please follow the instructions to initialize.","OTHER"
0x202340B0,"Do you want to reinstall?","OTHER"
0x202340D0,"Installation aborted.","OTHER"
0x202340E8,"Move panels","OTHER"
0x20234100,"An error has occurred during the installation.","OTHER"
0x20234130,"Please make sure to reinstall","OTHER"
0x20234160,"the hard drive connection.","OTHER"
0x20234190,"<c1>Could not enter the room since","OTHER"
0x202341C0,"<c0>the room is for hard disc drive only","OTHER"
0x202341F0,"<c1>the room is for disc only","OTHER"
0x20234210,"<c1>This room is for hard disk drive only","OTHER"
0x20234240,"Will you use the data installed on your","OTHER"
0x20234270,"hard disk drive?","OTHER"
0x202342A0,"<c1>This room is for disc only.","OTHER"
0x202342C0,"Will you use the disc data?","OTHER"
0x202342E6,"MACDOWELL","OTHER"
0x202342F0,"RODRIGUEZ","OTHER"
0x20234300,"CONRAD","OTHER"
0x20234318,"MIGUEL","OTHER"
0x20234328,"ARNOLD","OTHER"
0x20234338,"BILLY","OTHER"
0x20234340,"HARSH","OTHER"
0x20234348,"PETER","OTHER"
0x20234350,"MARVIN","OTHER"
0x20234378,"PATRICK","OTHER"
0x20234388,"AUSTIN","OTHER"
0x20234390,"CLINT","OTHER"
0x202343A8,"NATHAN","OTHER"
0x202343C0,"ROGER","OTHER"
0x202343C8,"CARTER","OTHER"
0x202343D8,"FROST","OTHER"
0x20234408,"RICHARD","OTHER"
0x20234410,"MICKEY","OTHER"
0x20234420,"AXEMAN","OTHER"
0x20234438,"REGAN","OTHER"
0x20234448,"MONICA","OTHER"
0x20234450,"LINDA","OTHER"
0x20234470,"DANNY","OTHER"
0x20234490,"KEITH","OTHER"
0x202344B8,"DOROTHY","OTHER"
0x202344C8,"RAYMOND","OTHER"
0x202344D0,"ARTHUR","OTHER"
0x202344D8,"AARON","OTHER"
0x202344E0,"DORIAN","OTHER"
0x202344E8,"ELLIOTT","OTHER"
0x202344F8,"HARRY","OTHER"
0x20234508,"DUSTIN","OTHER"
0x20234520,"NICOLAS","OTHER"
0x20234530,"PHILIP","OTHER"
0x20234540,"MATTHEW","OTHER"
0x20234548,"ROBERT","OTHER"
0x20234550,"CHUCK","OTHER"
0x20234558,"GINGER","OTHER"
0x20234560,"LAURA","OTHER"
0x20234568,"AMELIA","OTHER"
0x20234570,"ETHAN","OTHER"
0x20234578,"HOWARD","OTHER"
0x20234588,"KATHY","OTHER"
0x20234590,"ELENA","OTHER"
0x20234598,"FRANK","OTHER"
0x202345A8,"Mr.RED","OTHER"
0x202345B8,"Mr.GREEN","OTHER"
0x202345D0,"Mr.BLACK","OTHER"
0x202345E8,"CHARACTER","OTHER"
0x202345F8,"DIFFICULTY","OTHER"
0x20234603,"COMPLETION RATIO","OTHER"
0x20234618,"PLAY TIME","OTHER"
0x20234627,"SURVIVOR","OTHER"
0x20234630,"SP ITEM","OTHER"
0x20234640,"NO DAMAGE CLEAR!!","OTHER"
0x20234660,"NO WEAPON CLEAR!!","OTHER"
0x20234AB0,"MCICON.BIN","OTHER"
0x20234B68,"CNICON.BIN","OTHER"
0x20234BB0,"send \error!\\r\
wait \OK\\r\
\,3
","OTHER"
0x20234C68,"Conexant","OTHER"
0x20234C80,"V.90 Modem with USB Interface","OTHER"
0x20234CA0,"SUNTAC","OTHER"
0x20234CA8,"OnlineStation","OTHER"
0x20234CB8,"I-O Data","OTHER"
0x20234CF0,"Ethernet (Network Adaptor)","OTHER"
0x20234D10,"Capcom_AVE_TCP_Wrapper","OTHER"
0x20234D30,"INET_LANEGG_driver","OTHER"
0x20234D50,"INET_SMAP_driver","OTHER"
0x20234D70,"Capcom_USB_Device_Searcher","OTHER"
0x20234DE0,"%03x NETR:%02d %02d %02d  ERR:%d","OTHER"
0x20234E40,"TCP&PPP DISCONNECTING...
","OTHER"
0x20234E60,"data\\rom\\eff_mov\\eff_%03d.mov","OTHER"
0x20234E80,"DATA\\ROM\\TEX\\EM\\E00\\E00_00.TEX","OTHER"
0x20234EA0,"DATA\\ROM\\TEX\\EM\\E00\\E00_01.TEX","OTHER"
0x20234EC0,"DATA\\ROM\\TEX\\EM\\E01\\E01_00.TEX","OTHER"
0x20234EE0,"DATA\\ROM\\TEX\\EM\\E01\\E01_01.TEX","OTHER"
0x20234F00,"DATA\\ROM\\TEX\\EM\\E01\\E01_03.TEX","OTHER"
0x20234F20,"DATA\\ROM\\TEX\\EM\\E01\\E01_04.TEX","OTHER"
0x20234F40,"DATA\\ROM\\TEX\\EM\\E01\\E01_07.TEX","OTHER"
0x20234F60,"DATA\\ROM\\TEX\\EM\\E01\\E01_08.TEX","OTHER"
0x20234F80,"DATA\\ROM\\TEX\\EM\\E01\\E01_09.TEX","OTHER"
0x20234FA0,"DATA\\ROM\\TEX\\EM\\E01\\E01_10.TEX","OTHER"
0x20234FC0,"DATA\\ROM\\TEX\\EM\\E01\\E01_11.TEX","OTHER"
0x20234FE0,"DATA\\ROM\\TEX\\EM\\E01\\E01_12.TEX","OTHER"
